hour;solar_thermal_profil;power_price
314;0.591469791;1
315;0.047534034;1
316;0.542339579;1
317;0.349427753;1
318;0.859422704;1
319;0.608950786;1
320;0.123250469;1
321;0.52854685;1
322;0.799875682;1
323;0.861412539;1
324;0.464672183;1
325;0.779763292;1
326;0.883060151;1
327;0.27638783;1
328;0.095442317;1
329;0.063321875;1
330;0.646694669;1
331;0.805495387;1
332;0.013284253;1
333;0.376595467;1
334;0.178338215;1
335;0.968588142;1
336;0.452205916;1
337;0.567096108;1
338;0.520550617;1
339;0.292172891;1
340;0.725076331;1
341;0.692649626;1
342;0.554815212;1
343;0.089236198;1
344;0.078473617;1
345;0.360278201;1
346;0.319607578;1
347;0.060405266;1
348;0.841695069;1
349;0.092865716;1
350;0.611008582;1
351;0.292649723;1
352;0.596747513;1
353;0.647418457;1
354;0.269472444;1
355;0.076576326;1
356;0.431972812;1
357;0.24827911;1
358;0.82458381;1
359;0.98714673;1
360;0.058789072;1
361;0.958416031;1
362;0.365871905;1
363;0.659071693;1
364;0.936121561;1
365;0.474346323;1
366;0.902370909;1
367;0.63110997;1
368;0.256876827;1
369;0.401149391;1
370;0.059871247;1
371;0.83361344;1
372;0.283116751;1
373;0.774423551;1
374;0.024770113;1
375;0.129918605;1
376;0.386409396;1
377;0.875088792;1
378;0.090408076;1
379;0.007635323;1
380;0.433816452;1
381;0.508715979;1
382;0.444474488;1
383;0.85656482;1
384;0.396608127;1
385;0.347125383;1
386;0.714748799;1
387;0.820036692;1
388;0.750962288;1
389;0.281336432;1
390;0.25842046;1
391;0.405605855;1
392;0.804660764;1
393;0.497017966;1
394;0.752316841;1
395;0.033879666;1
396;0.253554476;1
397;0.540973953;1
398;0.519012711;1
399;0.05700572;1
400;0.75735041;1
401;0.259902971;1
402;0.055575926;1
403;0.515280739;1
404;0.375291085;1
405;0.488278583;1
406;0.576272687;1
407;0.151751248;1
408;0.103665455;1
409;0.075948507;1
410;0.58296561;1
411;0.721274245;1
412;0.276772256;1
413;0.105596684;1
414;0.817609938;1
415;0.329334148;1
416;0.885571585;1
417;0.282017119;1
418;0.793875708;1
419;0.758017253;1
420;0.086312084;1
421;0.278817982;1
422;0.737688182;1
423;0.761599296;1
424;0.907670855;1
425;0.062507459;1
426;0.937678331;1
427;0.090741748;1
428;0.579567551;1
429;0.64372829;1
430;0.564951298;1
431;0.4320508;1
432;0.065253868;1
433;0.841643377;1
434;0.21828783;1
435;0.042917174;1
436;0.883620158;1
437;0.527044108;1
438;0.588153976;1
439;0.572588398;1
440;0.919078848;1
441;0.308896689;1
442;0.330435683;1
443;0.131874544;1
444;0.125376735;1
445;0.141546015;1
446;0.789697238;1
447;0.305203336;1
448;0.672468823;1
449;0.155899399;1
450;0.133523506;1
451;0.845622117;1
452;0.244973801;1
453;0.236809294;1
454;0.678474577;1
455;0.525111306;1
456;0.913414415;1
457;0.257845175;1
458;0.786200763;1
459;0.272009943;1
460;0.372708099;1
461;0.44619761;1
462;0.169652108;1
463;0.03993361;1
464;0.578715425;1
465;0.443685316;1
466;0.854297141;1
467;0.173299748;1
468;0.835609345;1
469;0.001597742;1
470;0.019247552;1
471;0.880763111;1
472;0.974040762;1
473;0.033342551;1
474;0.477938211;1
475;0.534811444;1
476;0.949500708;1
477;0.986016619;1
478;0.281025128;1
479;0.09547618;1
480;0.03300073;1
481;0.991292688;1
482;0.637924595;1
483;0.789631584;1
484;0.584826476;1
485;0.04894789;1
486;0.846176751;1
487;0.604001514;1
488;0.694820017;1
489;0.425536903;1
490;0.258524214;1
491;0.374663355;1
492;0.627999238;1
493;0.679768787;1
494;0.829272026;1
495;0.067256335;1
496;0.205390459;1
497;0.571033171;1
498;0.423866862;1
499;0.007828934;1
500;0.603394197;1
501;0.352903515;1
502;0.565414915;1
503;0.042281603;1
504;0.649499792;1
505;0.901214917;1
506;0.143735713;1
507;0.480396232;1
508;0.068186607;1
509;0.244298804;1
510;0.535641341;1
511;0.930272128;1
512;0.88747579;1
513;0.305735904;1
514;0.13904521;1
515;0.070777256;1
516;0.481773186;1
517;0.678688466;1
518;0.596824265;1
519;0.457091914;1
520;0.473838641;1
521;0.33087751;1
522;0.820630768;1
523;0.804215368;1
524;0.629972235;1
525;0.612034874;1
526;0.938025162;1
527;0.938955046;1
528;0.864501902;1
529;0.310084623;1
530;0.704875958;1
531;0.976546393;1
532;0.247154515;1
533;0.569576833;1
534;0.387058042;1
535;0.322848251;1
536;0.929155331;1
537;0.734147518;1
538;0.323576931;1
539;0.727807573;1
540;0.4492774;1
541;0.316623073;1
542;0.871522511;1
543;0.327991351;1
544;0.152714648;1
545;0.880673025;1
546;0.027518048;1
547;0.728938608;1
548;0.364726927;1
549;0.872435951;1
550;0.105788149;1
551;0.44036867;1
552;0.517733552;1
553;0.597557711;1
554;0.528377715;1
555;0.35973404;1
556;0.219324218;1
557;0.821445565;1
558;0.38719813;1
559;0.181210466;1
560;0.930556283;1
561;0.57385907;1
562;0.256325229;1
563;0.077076927;1
564;0.132863995;1
565;0.941619335;1
566;0.551095906;1
567;0.750561425;1
568;0.56616503;1
569;0.006521449;1
570;0.54982161;1
571;0.217572426;1
572;0.702720187;1
573;0.558592983;1
574;0.990696041;1
575;0.439080627;1
576;0.730184447;1
577;0.91427338;1
578;0.272446649;1
579;0.171015906;1
580;0.699394836;1
581;0.570054667;1
582;0.861818429;1
583;0.204812514;1
584;0.583800461;1
585;0.144831444;1
586;0.710995738;1
587;0.601663142;1
588;0.455019291;1
589;0.334978941;1
590;0.390192265;1
591;0.004143259;1
592;0.256528586;1
593;0.922394133;1
594;0.620701838;1
595;0.190786653;1
596;0.593119477;1
597;0.591334264;1
598;0.957687529;1
599;0.311173243;1
600;0.925035549;1
601;0.546408161;1
602;0.676162732;1
603;0.370315819;1
604;0.638406596;1
605;0.498734979;1
606;0.756680622;1
607;0.340483629;1
608;0.104805658;1
609;0.394426856;1
610;0.79980091;1
611;0.960139861;1
612;0.724674026;1
613;0.258618535;1
614;0.816205312;1
615;0.745896433;1
616;0.104956719;1
617;0.138095203;1
618;0.382742715;1
619;0.252861386;1
620;0.305020345;1
621;0.602444652;1
622;0.89176269;1
623;0.411589297;1
624;0.953639297;1
625;0.053894987;1
626;0.521010938;1
627;0.523089489;1
628;0.95095331;1
629;0.594962505;1
630;0.490538518;1
631;0.111992171;1
632;0.198546271;1
633;0.521308352;1
634;0.645980932;1
635;0.922437091;1
636;0.463137945;1
637;0.966867163;1
638;0.908171581;1
639;0.538991714;1
640;0.725270613;1
641;0.738697624;1
642;0.899754544;1
643;0.908896472;1
644;0.385005938;1
645;0.113741359;1
646;0.188552933;1
647;0.133307829;1
648;0.725945723;1
649;0.125297704;1
650;0.177870773;1
651;0.064570604;1
652;0.384069949;1
653;0.750106363;1
654;0.395586528;1
655;0.993362127;1
656;0.01215108;1
657;0.636756963;1
658;0.411493975;1
659;0.211072631;1
660;0.26797367;1
661;0.458831098;1
662;0.037427369;1
663;0.409663004;1
664;0.362377684;1
665;0.682221313;1
666;0.815672422;1
667;0.220413237;1
668;0.47420149;1
669;0.354222113;1
670;0.435603987;1
671;0.617275936;1
672;0.39789102;1
673;0.969589107;1
674;0.148822368;1
675;0.037751571;1
676;0.940018643;1
677;0.001783126;1
678;0.384881451;1
679;0.596536934;1
680;0.925282591;1
681;0.023496922;1
682;0.98355006;1
683;0.887332782;1
684;0.608689334;1
685;0.787212608;1
686;0.642781773;1
687;0.152430949;1
688;0.254042885;1
689;0.229366276;1
690;0.478440572;1
691;0.128204089;1
692;0.194173373;1
693;0.94101124;1
694;0.332015742;1
695;0.834681934;1
696;0.208551631;1
697;0.052737955;1
698;0.547132338;1
699;0.91840711;1
700;0.057482199;1
701;0.781887416;1
702;0.551889629;1
703;0.365425164;1
704;0.7284197;1
705;0.433961839;1
706;0.206159712;1
707;0.113273716;1
708;0.050985011;1
709;0.215498662;1
710;0.289965775;1
711;0.842845705;1
712;0.765444968;1
713;0.015901182;1
714;0.092070577;1
715;0.954692583;1
716;0.722370544;1
717;0.606048096;1
718;0.288834922;1
719;0.428735798;1
720;0.74404612;1
721;0.863578566;1
722;0.154164852;1
723;0.213955907;1
724;0.385805354;1
725;0.717551054;1
726;0.459097073;1
727;0.811871909;1
728;0.038503879;1
729;0.002475863;1
730;0.656049152;1
731;0.269195093;1
732;0.879870402;1
733;0.072190469;1
734;0.92499162;1
735;0.144905354;1
736;0.835572575;1
737;0.00691596;1
738;0.47358463;1
739;0.122288706;1
740;0.62136806;1
741;0.09432975;1
742;0.487649109;1
743;0.389013373;1
744;0.729048734;1
745;0.800616545;1
746;0.82783441;1
747;0.547407596;1
748;0.93514764;1
749;0.720008025;1
750;0.19460738;1
751;0.112771495;1
752;0.523934366;1
753;0.671678937;1
754;0.810472134;1
755;0.443897272;1
756;0.195833111;1
757;0.068581507;1
758;0.760044773;1
759;0.82273221;1
760;0.718290026;1
761;0.861195864;1
762;0.611725443;1
763;0.340754844;1
764;0.61426475;1
765;0.4876938;1
766;0.79269537;1
767;0.388200721;1
768;0.490468304;1
769;0.799560578;1
770;0.449959995;1
771;0.179771844;1
772;0.748269417;1
773;0.860576049;1
774;0.932347511;1
775;0.71455638;1
776;0.513940965;1
777;0.167824626;1
778;0.132939012;1
779;0.664705471;1
780;0.170670591;1
781;0.305275616;1
782;0.375593483;1
783;0.010421534;1
784;0.503768735;1
785;0.50133587;1
786;0.332819403;1
787;0.628908063;1
788;0.385298863;1
789;0.058612363;1
790;0.487919392;1
791;0.649266154;1
792;0.802427286;1
793;0.287175071;1
794;0.062845214;1
795;0.056388823;1
796;0.69219602;1
797;0.845669663;1
798;0.879113108;1
799;0.975857932;1
800;0.757096673;1
801;0.572702754;1
802;0.947137865;1
803;0.805689891;1
804;0.891261558;1
805;0.166995111;1
806;0.334294605;1
807;0.346614207;1
808;0.937090361;1
809;0.144584479;1
810;0.7110187;1
811;0.424143195;1
812;0.691402433;1
813;0.257659032;1
814;0.145965411;1
815;0.104742768;1
816;0.172675762;1
817;0.121310336;1
818;0.766580085;1
819;0.303647765;1
820;0.001150696;1
821;0.148990493;1
822;0.458305874;1
823;0.291877161;1
824;0.254314119;1
825;0.050543156;1
826;0.934450373;1
827;0.184186005;1
828;0.723596432;1
829;0.575238162;1
830;0.398313608;1
831;0.162446938;1
832;0.45478487;1
833;0.871892887;1
834;0.900565658;1
835;0.274156564;1
836;0.12699564;1
837;0.158360283;1
838;0.621097469;1
839;0.59152459;1
840;0.419743643;1
841;0.947544847;1
842;0.325946414;1
843;0.09845607;1
844;0.837366289;1
845;0.68103183;1
846;0.861658314;1
847;0.211033176;1
848;0.850603851;1
849;0.313771359;1
850;0.739707284;1
851;0.831027985;1
852;0.561793125;1
853;0.623007706;1
854;0.573262972;1
855;0.670196073;1
856;0.071136205;1
857;0.398392988;1
858;0.457596632;1
859;0.817161962;1
860;0.537669498;1
861;0.25230618;1
862;0.565449091;1
863;0.459842238;1
864;0.835718813;1
865;0.33326119;1
866;0.453646049;1
867;0.999701742;1
868;0.657354345;1
869;0.46184753;1
870;0.75786981;1
871;0.22806097;1
872;0.767633585;1
873;0.784354095;1
874;0.154812321;1
875;0.38882597;1
876;0.183692941;1
877;0.680081805;1
878;0.572057172;1
879;0.844009222;1
880;0.772404617;1
881;0.048990619;1
882;0.825443301;1
883;0.062013842;1
884;0.555279612;1
885;0.425051262;1
886;0.202939219;1
887;0.054997362;1
888;0.396554982;1
889;0.796994423;1
890;0.728204594;1
891;0.071280526;1
892;0.186680355;1
893;0.783003279;1
894;0.752815096;1
895;0.06979051;1
896;0.558057988;1
897;0.536502865;1
898;0.348966595;1
899;0.688401713;1
900;0.693938937;1
901;0.84202917;1
902;0.603312569;1
903;0.430337636;1
904;0.485361668;1
905;0.012362662;1
906;0.115317593;1
907;0.539102336;1
908;0.348222983;1
909;0.887762678;1
910;0.085113017;1
911;0.255763338;1
912;0.752496075;1
913;0.241761907;1
914;0.419791163;1
915;0.116446441;1
916;0.583978749;1
917;0.675288015;1
918;0.019505201;1
919;0.341139169;1
920;0.852016148;1
921;0.720562815;1
922;0.513920769;1
923;0.012386515;1
924;0.236892925;1
925;0.310711644;1
926;0.205804601;1
927;0.562637948;1
928;0.50253312;1
929;0.333715765;1
930;0.593500795;1
931;0.616057894;1
932;0.781284355;1
933;0.779903828;1
934;0.451952288;1
935;0.978547341;1
936;0.787119168;1
937;0.920089749;1
938;0.63592094;1
939;0.668460958;1
940;0.963556235;1
941;0.483104943;1
942;0.107771354;1
943;0.045344391;1
944;0.025596406;1
945;0.059552099;1
946;0.757708313;1
947;0.481359589;1
948;0.682308898;1
949;0.604395087;1
950;0.939383435;1
951;0.675910816;1
952;0.152779697;1
953;0.30335078;1
954;0.704594025;1
955;0.915185751;1
956;0.17140037;1
957;0.028761795;1
958;0.869453812;1
959;0.525257355;1
960;0.16771132;1
961;0.559938821;1
962;0.499618113;1
963;0.127194373;1
964;0.100223194;1
965;0.400607621;1
966;0.727512808;1
967;0.557933794;1
968;0.657890694;1
969;0.482976127;1
970;0.08708856;1
971;0.472909614;1
972;0.636126455;1
973;0.538847796;1
974;0.287110181;1
975;0.814811181;1
976;0.304027191;1
977;0.654156265;1
978;0.980290741;1
979;0.879555807;1
980;0.660929092;1
981;0.908463918;1
982;0.136690648;1
983;0.113173207;1
984;0.633165541;1
985;0.079817117;1
986;0.82962;1
987;0.581220314;1
988;0.510677161;1
989;0.867541166;1
990;0.025478836;1
991;0.252718052;1
992;0.406096238;1
993;0.151607769;1
994;0.614362681;1
995;0.603997161;1
996;0.388134984;1
997;0.042606002;1
998;0.267783387;1
999;0.44574117;1
1000;0.715097193;1
1001;0.199087117;1
1002;0.402163822;1
1003;0.145241808;1
1004;0.320451275;1
1005;0.019811898;1
1006;0.003661447;1
1007;0.420941379;1
1008;0.974485347;1
1009;0.533969189;1
1010;0.333409088;1
1011;0.96452427;1
1012;0.112086763;1
1013;0.973234614;1
1014;0.530742656;1
1015;0.930158497;1
1016;0.762739614;1
1017;0.068604265;1
1018;0.196773906;1
1019;0.063430782;1
1020;0.566652416;1
1021;0.460375546;1
1022;0.134556463;1
1023;0.981236289;1
1024;0.352809119;1
1025;0.670171484;1
1026;0.397776797;1
1027;0.040724383;1
1028;0.345840241;1
1029;0.985547995;1
1030;0.060150875;1
1031;0.422744798;1
1032;0.454809547;1
1033;0.540742151;1
1034;0.993973542;1
1035;0.860922563;1
1036;0.203363149;1
1037;0.234654921;1
1038;0.544478249;1
1039;0.847279649;1
1040;0.948141903;1
1041;0.303029374;1
1042;0.023758296;1
1043;0.909563575;1
1044;0.647941378;1
1045;0.726199001;1
1046;0.571204118;1
1047;0.18646702;1
1048;0.149008385;1
1049;0.126984664;1
1050;0.162547245;1
1051;0.727799368;1
1052;0.999801161;1
1053;0.80887294;1
1054;0.159900302;1
1055;0.372048334;1
1056;0.813418488;1
1057;0.450941968;1
1058;0.688364687;1
1059;0.014668616;1
1060;0.043698065;1
1061;0.084851393;1
1062;0.179536559;1
1063;0.80464524;1
1064;0.43477519;1
1065;0.452784782;1
1066;0.97129204;1
1067;0.528164479;1
1068;0.584117695;1
1069;0.583249677;1
1070;0.20596042;1
1071;0.473661068;1
1072;0.660725258;1
1073;0.431195052;1
1074;0.584741621;1
1075;0.71585683;1
1076;0.912450123;1
1077;0.224753199;1
1078;0.958775657;1
1079;0.258074537;1
1080;0.776398895;1
1081;0.227623348;1
1082;0.832461733;1
1083;0.36956512;1
1084;0.651191692;1
1085;0.308812258;1
1086;0.223096839;1
1087;0.997807259;1
1088;0.144624675;1
1089;0.12916781;1
1090;0.867116672;1
1091;0.691127195;1
1092;0.306429779;1
1093;0.366633591;1
1094;0.610472997;1
1095;0.592735947;1
1096;0.325948638;1
1097;0.655035695;1
1098;0.257237148;1
1099;0.029261187;1
1100;0.305149136;1
1101;0.403997895;1
1102;0.139293047;1
1103;0.361170325;1
1104;0.680540894;1
1105;0.788856652;1
1106;0.269435611;1
1107;0.616097309;1
1108;0.685848304;1
1109;0.691497092;1
1110;0.084653727;1
1111;0.402037344;1
1112;0.764408032;1
1113;0.425553359;1
1114;0.539617328;1
1115;0.174794388;1
1116;0.381951839;1
1117;0.492782682;1
1118;0.216265706;1
1119;0.443322523;1
1120;0.763562764;1
1121;0.943684054;1
1122;0.769820702;1
1123;0.272155858;1
1124;0.316698803;1
1125;0.517432233;1
1126;0.509678758;1
1127;0.138413843;1
1128;0.988780204;1
1129;0.740535575;1
1130;0.766696788;1
1131;0.647046388;1
1132;0.105119368;1
1133;0.195732693;1
1134;0.205628342;1
1135;0.242400732;1
1136;0.146620427;1
1137;0.509840975;1
1138;0.509822216;1
1139;0.490361929;1
1140;0.572244604;1
1141;0.393690228;1
1142;0.93134297;1
1143;0.489104955;1
1144;0.653956798;1
1145;0.794392572;1
1146;0.73893522;1
1147;0.0165068;1
1148;0.590546748;1
1149;0.519123065;1
1150;0.033824973;1
1151;0.440627291;1
1152;0.274429226;1
1153;0.044245915;1
1154;0.841116603;1
1155;0.727651624;1
1156;0.330903746;1
1157;0.85515236;1
1158;0.689041519;1
1159;0.945852205;1
1160;0.0970925;1
1161;0.164944493;1
1162;0.896268585;1
1163;0.059001491;1
1164;0.197544883;1
1165;0.420797625;1
1166;0.402861543;1
1167;0.521064303;1
1168;0.910699597;1
1169;0.967588512;1
1170;0.102815063;1
1171;0.06456458;1
1172;0.400581561;1
1173;0.968559237;1
1174;0.254688213;1
1175;0.324510825;1
1176;0.377532385;1
1177;0.374405015;1
1178;0.130101065;1
1179;0.19761898;1
1180;0.867344218;1
1181;0.205469822;1
1182;0.304275096;1
1183;0.457590242;1
1184;0.214422119;1
1185;0.639081428;1
1186;0.852021811;1
1187;0.593654174;1
1188;0.834002509;1
1189;0.956898981;1
1190;0.19567415;1
1191;0.794589716;1
1192;0.182093544;1
1193;0.657886707;1
1194;0.184498241;1
1195;0.2662482;1
1196;0.153156938;1
1197;0.566791149;1
1198;0.208226377;1
1199;0.736703224;1
1200;0.541213566;1
1201;0.626924821;1
1202;0.96102306;1
1203;0.238268531;1
1204;0.702590099;1
1205;0.723348713;1
1206;0.684333126;1
1207;0.818656646;1
1208;0.280081564;1
1209;0.368074905;1
1210;0.599619469;1
1211;0.04366029;1
1212;0.570164029;1
1213;0.435164614;1
1214;0.377586986;1
1215;0.008083256;1
1216;0.711607916;1
1217;0.549925652;1
1218;0.996143265;1
1219;0.77502335;1
1220;0.52624312;1
1221;0.331011268;1
1222;0.041925882;1
1223;0.849616835;1
1224;0.394357398;1
1225;0.366620495;1
1226;0.729292887;1
1227;0.481911941;1
1228;0.456366741;1
1229;0.389415341;1
1230;0.986098215;1
1231;0.152690405;1
1232;0.069925897;1
1233;0.385931212;1
1234;0.188486105;1
1235;0.088719012;1
1236;0.527848734;1
1237;0.854821306;1
1238;0.160697582;1
1239;0.191770722;1
1240;0.061305795;1
1241;0.938351384;1
1242;0.774778393;1
1243;0.605023383;1
1244;0.801686808;1
1245;0.223702932;1
1246;0.584933843;1
1247;0.744931448;1
1248;0.095337648;1
1249;0.247901854;1
1250;0.174149658;1
1251;0.132935583;1
1252;0.456317318;1
1253;0.525406448;1
1254;0.169570803;1
1255;0.588920493;1
1256;0.579466495;1
1257;0.614259775;1
1258;0.67514455;1
1259;0.824827866;1
1260;0.727276209;1
1261;0.055195866;1
1262;0.473136874;1
1263;0.750315498;1
1264;0.667824685;1
1265;0.297884317;1
1266;0.27121314;1
1267;0.068652077;1
1268;0.63897573;1
1269;0.15931542;1
1270;0.13215592;1
1271;0.760440167;1
1272;0.899916509;1
1273;0.528816995;1
1274;0.305801689;1
1275;0.0274015;1
1276;0.961991225;1
1277;0.369769412;1
1278;0.070936804;1
1279;0.365985059;1
1280;0.853691134;1
1281;0.624598061;1
1282;0.426329353;1
1283;0.440096702;1
1284;0.458427317;1
1285;0.556220116;1
1286;0.755486172;1
1287;0.989892858;1
1288;0.212347021;1
1289;0.177587222;1
1290;0.01457005;1
1291;0.741275675;1
1292;0.567522268;1
1293;0.269134042;1
1294;0.804494059;1
1295;0.721105573;1
1296;0.04654505;1
1297;0.897595903;1
1298;0.838479098;1
1299;0.773701754;1
1300;0.853819356;1
1301;0.216091358;1
1302;0.301076308;1
1303;0.425766097;1
1304;0.392729172;1
1305;0.999858242;1
1306;0.621348088;1
1307;0.367440673;1
1308;0.387800469;1
1309;0.22797005;1
1310;0.8583733;1
1311;0.972931413;1
1312;0.372442533;1
1313;0.23484383;1
1314;0.714348901;1
1315;0.681385391;1
1316;0.827273302;1
1317;0.092656779;1
1318;0.272322673;1
1319;0.932015578;1
1320;0.976076877;1
1321;0.529650863;1
1322;0.647607752;1
1323;0.068304968;1
1324;0.832675371;1
1325;0.370938478;1
1326;0.018988626;1
1327;0.976383647;1
1328;0.293460877;1
1329;0.36719296;1
1330;0.176912907;1
1331;0.72208088;1
1332;0.416509956;1
1333;0.092601613;1
1334;0.277790618;1
1335;0.551225659;1
1336;0.079581867;1
1337;0.090138881;1
1338;0.908689977;1
1339;0.715820157;1
1340;0.885331314;1
1341;0.556309247;1
1342;0.965122308;1
1343;0.517189528;1
1344;0.266884732;1
1345;0.306229424;1
1346;0.384459826;1
1347;0.399471655;1
1348;0.748288482;1
1349;0.474269172;1
1350;0.052819023;1
1351;0.007958577;1
1352;0.764790729;1
1353;0.173843927;1
1354;0.935444888;1
1355;0.574128434;1
1356;0.476141903;1
1357;0.174190818;1
1358;0.45151682;1
1359;0.35533001;1
1360;0.847187657;1
